Work ID,Component ID,Previous ID,Artist Name (EN),Artist Name (JP),Component Title (EN),Component Title (JP),Component Description (EN),Component Description (JP),Contributors (EN),Contributors (JP),Collection,Recording Date,Color,Sound,Run time (HH:MM:SS),Media Type,Media Format,Component Type,Relation,Film Process,Film Element Type,Film Wind,FPS,Audio Speed,Brand,Reel Size,Audio Reel Capacity,Video Stock Length,Video Standard,File Name,Codec,Codec ID,File Size (GB),Duration,Bit Rate,Dimensions,Display Aspect Ratio,Bit Depth,Scan Type,Encoded Date,Provenance,Viewing Restrictions,Terms Governing Use,Housing Annotations,Item Annotations,Condition Notes (EN),Condition Notes (JP),Notes,Date of Entry (MM-DD-YYYY),Cataloger
TA_001,IT_239,,IIMURA Takahiko,飯村隆彦,+ & - (Plus and Minus),プラス・アンド・マイナス,,,,,Iimura Takahiko,,Color,Silent,00:25:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック,,,,,,
TA_002,IT_238,,IIMURA Takahiko,飯村隆彦,1 to 60 Seconds,１秒から60秒まで,,,,,Iimura Takahiko,,BW,Sound,00:30:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック,,,,,,
TA_003,IT_094,,IIMURA Takahiko,飯村隆彦,2 MIN 46 SEC 16 FRAMES,２分46秒16コマ,Sound by Takahiko Iimura,,,,Iimura Takahiko,1972–74,BW,Sound,00:10:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Metal / メタル缶; side: 2min.46sec.16Feames
TOP:#65237 9/4/`3,Taka Iimura,""2 MIN 46 SEC 16 FRAMES"",16mm,B/W,Double,perf Ptint TEST ACETATE,Sound uaw Sprodat holes ",,,,,,CCJ
TA_004,IT_090,,IIMURA Takahiko,飯村隆彦,24 Frames Per Second,１秒24コマ,,,,,Iimura Takahiko,1975–78,BW,Sound,00:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; side:飯村隆彦24FRAMES PER SECOND 上：飯村隆彦「1秒間24コマ」12分　オプティカル,サウンド，1975-78,B/W,12分,サウンド,ボリューム大きく！",TAKA IIMURA 24 FRAMES PER SECOND LOUDER!,,,,,CCJ
TA_004,IT_091,,IIMURA Takahiko,飯村隆彦,24 Frames Per Second,１秒24コマ,Sound by Takahiko Iimura,,,,Iimura Takahiko,1975–78,BW,Sound,00:10:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; side: TAKA IIMURA ""24 FRAMES PER SECOND"" Top:24FRAMERS PER SECOND Louder SND",24 FRAMES PER SECOND,,,,,CCJ
TA_005,IT_088,,IIMURA Takahiko,飯村隆彦,24 Frames Per Second (First Version),１秒24コマ,,,,,Iimura Takahiko,1975,BW,Sound,00:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; side:'24 Frame Per Second 1975 Top:TAKA IIMURA ""24 FRAMES PER SECOND"" 1st Version 1975, B/W, 24min SOUND(OPT)",24 FRAMES PER SECOND ,,,,,CCJ
TA_006,IT_075,,IIMURA Takahiko,飯村隆彦,6 x 6 (Oukan Densentsu),王冠伝説 (6 x 6),Blow-up from R. 8mm,,,,Iimura Takahiko,1962,BW,Silent,00:19:00,Film,16mm,,,Master / マスター,Positive / ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,Original,,,,In the Late-1960s he blew-up the 8mm films to 16mm,,CCJ
TA_006,IT_076,,IIMURA Takahiko,飯村隆彦,6 x 6 (Oukan Densentsu),王冠伝説 (6 x 6),Blow-up from R. 8mm,,,,Iimura Takahiko,1962,BW,Silent,00:19:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_006,IT_159,,IIMURA Takahiko,飯村隆彦,6 x 6 (Oukan Densentsu),王冠伝説 (6 x 6),,,,,Iimura Takahiko,1963,,,,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,Vinegar,,,,CCJ
TA_007,IT_253,,IIMURA Takahiko,飯村隆彦,A Conversation with Video,カンバセーション・ウィズ・ビデオ,,,,,Iimura Takahiko,1983,Color,Sound,,Video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TA_008,IT_035,,IIMURA Takahiko,飯村隆彦,"A Dance Party in the Kingdom of Lilliput, No. 2",リリパット王国舞踏会 No.2,To be projected side by side with sound version on the right.,,Music by Kosugi Takehisa,音：小杉武久,Iimura Takahiko,1964,BW,Silent,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; Side: Taka Iimura, A Dance Party in the Kingdom of Liliput #2, 1962, silent, 24fps
Top: Taka Iimura, A Dance Party in the Kingdom of Liliput #2, Silent, 24fps, For W Projection, Left Side","Reel: A Dance Party in the Kingdom of Lilput #2 (1964), Taka Iimura, Silent, 24fps. ",,,"#2 was over-exposed and couldn't print. Printed in the U.S. Changed the order. Decided to edit, and made #2, which is supposed to be played next to #1. Length not indicated, Iimura thinks it should be the same length as the others . 034 & 037 are #2. Both are 24fps. 037 is 12 min. Probably not printed around the same. ",,CCJ
TA_008,IT_036,,IIMURA Takahiko,飯村隆彦,"A Dance Party in the Kingdom of Lilliput, No. 1",リリパット王国舞踏会,,,Music by Kosugi Takehisa,音：小杉武久,Iimura Takahiko,1964,BW,Sound,00:12:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Side: A Dance Party in the Garden of Liliput, 1964, Takahiko Iimura,  Snd, 12min",Dance Party,,,,,CCJ
TA_008.1,IT_034,,IIMURA Takahiko,飯村隆彦,"A Dance Party in the Kingdom of Lilliput, No. 1",リリパット王国舞踏会,,,,,Iimura Takahiko,1964,BW,Sound,00:13:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Side: 飯村隆彦リリパット王国舞踏会、１９６４、BW,１３分
上：飯村隆彦リリパット王国舞踏会、１３分、１９６４、モノクロ光学録音、、２４fps、２台同時映写（右）、サウンド",フィルム：リリパット（右）サウンド、２４fps、同時スタート点（穴あり）そろえる,,,映写する人がフィルムのリーダーに穴があるからそれを２台とも揃えてください。,,CCJ
TA_008.1,IT_037,,IIMURA Takahiko,飯村隆彦,"A Dance Party in the Kingdom of Lilliput, No. 2",リリパット王国舞踏会 No.2,To be projected side by side sound version on the right.,,,,Iimura Takahiko,1964,BW,Silent,00:12:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Side:A Dance Party in the Kingdom of Liliput, For W projection only, #2
Top: For W Projection only, TAKA IIMURA, A DANCE PARTY in the Kingdom of Liliput (1964), Different order, (To be shown with number 1, double projection, side by side) 12 min, b/w, slient 24fps, ２台同時映写（左）",リリパット（左）２４fps、２台同自衛者（左）サイレント、No.2,,,,,CCJ
TA_008.1,IT_185,,IIMURA Takahiko,飯村隆彦,"A Dance Party in the Kingdom of Lilliput, No. 2",リリパット王国舞踏会 No.2,Sound negative,,,,Iimura Takahiko,1964,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,Sound nega,,CCJ
TA_008.1,IT_186,,IIMURA Takahiko,飯村隆彦,"A Dance Party in the Kingdom of Lilliput, No. 2",リリパット王国舞踏会 No.2,Picture negative,,,,Iimura Takahiko,1964,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,Lilliput Pix neg,"Vinegar, hardened.",,Picture nega,,CCJ
TA_009,IT_152,53,IIMURA Takahiko,飯村隆彦,A Day in Bahama,バハマにおける一日,,,,,Iimura Takahiko,1986,,,00:07:00,Video,U-matic,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_009,IT_248,"53, 30",IIMURA Takahiko,飯村隆彦,A Day in Bahama,バハマにおける一日,,,,,Iimura Takahiko,1986,,,00:07:00,Video,U-matic S,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_010,IT_009,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,Blow-up from R. 8mm,,Sound by Yoko Ono,,Iimura Takahiko,1962,BW,Silent,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; 飯村隆彦、AI (LOVE), Silent, 16fps, 1962","AI (LOVE), 16fps, Original, #1","Mold, Vinegar smell",,The 8mm original is missing.,,CCJ
TA_010,IT_010,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,Blow-up from R. 8mm,,Sound by Yoko Ono,,Iimura Takahiko,1962,BW,Sound,00:10:00,Film,16mm,,,Master / マスター,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; Side: TAKAHIKO IIMURA, AI (LOVE), 1962
Top: Best print, Iimura Takahiko , Ai (LOVE), 10min 1962, 音楽オノ・ヨーコ、光学録音、１０分、２４fps、Sound","Top: AI (LOVE), Optical Snd, by Takahiko IIMURA, 24fps, Sound",,,This is the Master. There is 10 min and 15min versions. ,,CCJ
TA_010,IT_011,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,Blow-up from R. 8mm,,Sound by Yoko Ono,,Iimura Takahiko,1962,BW,Sound,00:12:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Metal / メタル缶; AI (Love), 1962, BW, 12min, 24fps, 
Top: Ai (LOVE), 1962, BW, 12 min, 24fps, Music by Yoko Ono, print 1993",AI (LOVE),,,1993 print,,CCJ
TA_010,IT_012,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,Blow-up from R. 8mm,,Sound by Yoko Ono,,Iimura Takahiko,1962,BW,N/A,00:10:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶,,Lots mold,,,,CCJ
TA_010,IT_013,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,Blow-up from R. 8mm,,Sound by Yoko Ono,,Iimura Takahiko,1962,BW,Silent,00:13:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶,,,,,,CCJ
TA_010,IT_014,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,Blow-up from R. 8mm,,,,Iimura Takahiko,1962,BW,Sound,00:15:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック,,,,,,CCJ
TA_010,IT_015,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,Blow-up from R. 8mm,,,,Iimura Takahiko,1962,BW,Sound,00:15:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; Limited Edition 4/5
Copyright 2005 Taka Iimura
With signature",,,,,,CCJ
TA_010,IT_016,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,,,,,Iimura Takahiko,1962,BW,Sound,00:15:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; Limited Edition 5/5
Copyright 2005 Taka Iimura
With signature",,,,,,CCJ
TA_010,IT_017,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,,,,,Iimura Takahiko,1962,BW,Sound,00:15:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック,,,,,,CCJ
TA_010,IT_189,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,,,Sound by Yoko Ono,,Iimura Takahiko,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,Picture Color Negative,,,The 8mm original is missing.,,CCJ
TA_010,IT_190,,IIMURA Takahiko,飯村隆彦,Ai (LOVE),あい,,,,,Iimura Takahiko,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,AI Love Negative Optial track,,,,,CCJ
TA_011,IT_249,"52, 59-12",IIMURA Takahiko,飯村隆彦,AIUEONN,あいうえおん,,,,,Iimura Takahiko,,,,00:01:50,Video,U-matic S,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,Six Features' is in Japanese.,,CCJ
TA_012,IT_145,47,IIMURA Takahiko,飯村隆彦,AIUEONN Menso,あいうえおん面相,,,,,Iimura Takahiko,1993,,,00:07:00,Video,U-matic S,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_012,IT_150,52,IIMURA Takahiko,飯村隆彦,AIUEONN Menso,あいうえおん面相,,,,,Iimura Takahiko,1993,,,,Video,U-matic S,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_013,IT_136,43,IIMURA Takahiko,飯村隆彦,AIUEONN Six Features,あいうえおん6面相,,,,,Iimura Takahiko,1993,,,00:06:10,Video,U-matic SP,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annotations indicate English version.,,CCJ
TA_013,IT_195,,IIMURA Takahiko,飯村隆彦,AIUEONN Six Features,あいうえおん6面相,Transfer from video,,,,Iimura Takahiko,1993,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iimura
TA_013,IT_225,,IIMURA Takahiko,飯村隆彦,AIUEONN Six Features,あいうえおん6面相,,,,,Iimura Takahiko,,Color,Sound,00:06:00,Film,16mm,,,Master / マスター,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶,,,,音とサウンド別々(全部で2つ),,
TA_013,IT_226,,IIMURA Takahiko,飯村隆彦,AIUEONN Six Features,あいうえおん6面相,,,,,Iimura Takahiko,,Color,Sound,00:06:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶,,,,,,
TA_013,IT_227,,IIMURA Takahiko,飯村隆彦,AIUEONN Six Features,あいうえおん6面相,,,,,Iimura Takahiko,,Color,Sound,00:06:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック,,,,,,
TA_013,IT_228,,IIMURA Takahiko,飯村隆彦,AIUEONN Six Features,あいうえおん6面相,,,,,Iimura Takahiko,,Color,Sound,00:06:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック,,,,,,
TA_014,IT_062,,IIMURA Takahiko,飯村隆彦,AMA ATA,アマタ,,,,,Iimura Takahiko,1965,Color,Silent,00:17:00,Film,8mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,18fps,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_015,IT_028,,IIMURA Takahiko,飯村隆彦,Anma (The Masseurs),あんま,,,,,Iimura Takahiko,1962,BW,Silent,,Film,16mm,,,Master / マスター,Positive / ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶; Master positive,,Mold,,,,CCJ
TA_015,IT_029,,IIMURA Takahiko,飯村隆彦,Anma (The Masseurs),あんま,Blow-up from R. 8mm,,,,Iimura Takahiko,1963,BW,Silent,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶,,,,,,CCJ
TA_015,IT_030,,IIMURA Takahiko,飯村隆彦,Anma (The Masseurs),あんま,Blow-up from R. 8mm,,,,Iimura Takahiko,1963,BW,Silent,00:12:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; ""A Butoh by Tatsumi Hijikata and Kazuo Ono"" Print. Intertitles in English. 16mm blowup",,,,,,CCJ
TA_015,IT_031,,IIMURA Takahiko,飯村隆彦,Anma (The Masseurs),あんま,Blow-up from R. 8mm,,,,Iimura Takahiko,1963,BW,Silent,00:13:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,Plastic / プラスチック; In English. Taka Iimura. ,,,,,,CCJ
TA_015,IT_032,,IIMURA Takahiko,飯村隆彦,Anma (The Masseurs),あんま,,,,,Iimura Takahiko,1963,BW,Silent,00:17:00,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,The catalog indicates 15 min. ,,CCJ
TA_016,IT_151,55,IIMURA Takahiko,飯村隆彦,Arakawa: Atmospheric Resemblance [A Life of Blank],アラカワ：雰囲気的な相似性　ア・ライフ・オブ・ブランク,,,,,Iimura Takahiko,1986,,,00:11:00,Video,U-matic S,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_016,IT_250,"55, 29",IIMURA Takahiko,飯村隆彦,Arakawa: Atmospheric Resemblance [A Life of Blank],アラカワ：雰囲気的な相似性　ア・ライフ・オブ・ブランク,,,,,Iimura Takahiko,,,,00:11:00,Video,U-matic S,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_017,IT_097,,IIMURA Takahiko,飯村隆彦,Blinking,まばたき,,,,,Iimura Takahiko,1970,BW,Silent,00:12:00,Film,16mm,,,Master / マスター,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,"Metal / メタル缶; side:飯村隆彦,BLINKING,MASTER 1970
TOP:BLINKING MASTER,24FPS Original MASTER Silent B/W
",,,,,,CCJ
TA_017,IT_098,,IIMURA Takahiko,飯村隆彦,Blinking,まばたき,,,,,Iimura Takahiko,1970,BW,Silent,00:13:00,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,25fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; side: TAKAHIKO IIMURA BLINKING 1970 B/W
TOP:TAKA IIMURA BLINKING (サイレント) B/W 1971,12min,16FPS,12分","TAKA IIMURA,107",,,,,CCJ
TA_018,IT_108,"7, 7-1",IIMURA Takahiko,飯村隆彦,"Camera, Monitor, Frame",カメラ・モニター・フレーム,,,,,Iimura Takahiko,1976,,,00:07:00,Video,U-matic,,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annotations show it is a transfer from 1/2"" open reel",,
TA_019,IT_123,"25, 24",IIMURA Takahiko,飯村隆彦,Colette,コレット,,,,,Iimura Takahiko,1984,,,00:11:00,Video,U-matic S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annotations indicate transfer from 'Beta' and transferred to DVCAM,,CCJ
TA_020,IT_082,,IIMURA Takahiko,飯村隆彦,Cosmic Buddha,コスミック・ブッダ,"The same work as Budda, Again, title changed",,,,Iimura Takahiko,1969,BW,Sound,00:16:00,Film,16mm,,,,Positive / ポジ,,24fps,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_020,IT_089,,IIMURA Takahiko,飯村隆彦,Cosmic Buddha,コスミック・ブッダ,,,,,Iimura Takahiko,1962,,,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TA_021,IT_004,,IIMURA Takahiko,飯村隆彦,DADA 62,ダダ62,,,,,Iimura Takahiko,1962,BW,Silent,00:12:00,Film,8mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,"Plastic / プラスチック; サイド：DADA62
上：TAKAHIKOIIMURA、DADA62,（Original)R.8ミリ、B/W,Silent,１６FPS,10Min,上映","リール：DADA62,IIMURA,Original",,,Regular 8mm; 撮影オリジナル、８Mmで上映することはない、16ミリが配給,,CCJ
TA_021,IT_005,,IIMURA Takahiko,飯村隆彦,DADA 62,ダダ62,,,,,Iimura Takahiko,1962,BW,Silent,00:12:00,Film,Super 8mm,,,Duplicate Print / デュープ　,Positive / ポジ,,16fps,,,,,,,,,,,,,,,,,,,,,"Metal / メタル缶; サイド：DADA62,表Taka Iimura, DADA62,(S.8mm), 1962,10min,slient, BW, Regular8->Super8mm transfer (2001)",DADA 62,,, 2001 transferred from Regual8mm to Super 8mm.Made it to screen it on Super8.,,CCJ
