ID,Title (EN),Title (JP),Component ID,Component Name,Previous ID,Artist Name (EN),Artist Name (JP),Description (EN),Description (JP),Contributors (EN),Contributors (JP),Description (JP),Creation Date,Color,Sound,Run time (HH:MM:SS),Collection,Media Type,Media Format,Component Type,Relation,Film Process Type,Film Element Type,Film Wind,FPS,Audio Speed,Brand,Reel Size,Audio Reel Capacity,Video Stock Length,Video Standard,File Name,Codec,Codec ID,File Size (GB),Duration,Bit Rate,Dimensions,Display Aspect Ratio,Bit Depth,Scan Type,Encoded Date,Provenance,Viewing Restrictions,Terms of Governing Use,Color,Sound,FPS,Ft.,Reel/Core,Film Base,Brand,Housing Material,Housing Annotations,Item Annotations,Condition Notes (EN),Condition Notes (JP),Digitization Status (EN),Digitization Status (JP),"Rights Holder Primary (EN)
TI_053,White Calligraphy,ホワイト・カリグラフィー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1967,,,11 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_054,White Calligraphy,ホワイト・カリグラフィー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1967,,,11 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_055,New York Scene 2,ニューヨーク・シーン2,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,35 min,,Film,8mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,,,,,,,,,,,,,,,,,,,,,,BW & Color,Silent,16fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_056,New York Scene 1,ニューヨーク・シーン1,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,35 min,,Film,8mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,16fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_057,New York Scene 3,ニューヨーク・シーン3,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,,,Film,8mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Silent,16fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_058,New York Scene 4,ニューヨーク・シーン4,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,"40 min, approx",,Film,8mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Silent,16fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_059,New York Scene,ニューヨーク・シーン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,,,Film,16mm,,,Master / マスター,Internegative / インターネガ,,,,,,,,,,,,,,,,,,,,,,,BW,,,,,,,,,,,,,,,,,,,,"AA, RI",Blow-up,,CCJ
TI_060,New York Scene,ニューヨーク・シーン,,,,TAKAHIKO Iimura,飯村隆彦,Blown up from R. 8mm,,,,,1966,,,24 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW & Color,Silent,16fps,,,,,,,,Mold,,,,,,,,,,"AA, RI",,,CCJ
TI_061,White Calligraphy,ホワイト・カリグラフィー,,,,TAKAHIKO Iimura,飯村隆彦,Print 1996,,,,,1967,,,12 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,Print 1996,,,,,,,,,,,,"AA, RI",,,CCJ
TI_062,AMA ATA,アマタ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1965,,,17 min,,Film,8mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Silent,18fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_063,Honey Moon,ハニー・ムーン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,9 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Silent,16fps,,,,,,1966 Print,,,,,,,,,,,,"AA, RI",,,CCJ
TI_064,The Camera Massage,カメラ・マッサージ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura.,,,,,1968,,,6 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,,,,,,,,,,,,,"AA, RI","At first, it was supposed to be a series, but not a series. ",,CCJ
TI_065,The Camera Massage,カメラ・マッサージ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura.,,,,,1968,,,6 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_066,Flowers,フラワーズ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1968-69,,,11 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Print 1997,,,,,,,,,,,,"AA, RI",,,CCJ
TI_067,Flowers,フラワーズ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1968-69,,,,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_068,Flowers' Orgy,フラワーズ・オージー,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1968-69,,,10 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_069,Flower's Orgy,フラワーズ・オージー,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1968-69,,,10 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_070,Flower's Orgy,フラワーズ・オージー,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1968-69,,,10 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_071,Face,フェイス,,,,TAKAHIKO Iimura,飯村隆彦,Sound: Akiko Iimura laughing.,,,,,1968-69,,,13 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_072,The Fog,きり,,,,TAKAHIKO Iimura,飯村隆彦,Blown Up from R. 8mm,,,,,1970,,,3 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,16fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_073,Flowers' Orgy,フラワーズ・オージー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968-69,,,12 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24,,,,,,"TAKA IIMURA FLOWERS' ORGY, 1968, 12 min, color, sound. Performance by Yayoi Kusama",,,,,,,,,,,,"AA, RI",,,CCJ
TI_074,I Love You,アイ・ラブ・ユー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1970,,,8 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_075,6 x 6 (Oukan Densentsu),王冠伝説 (6 x 6),,,,TAKAHIKO Iimura,飯村隆彦,Blown-up from R. 8mm,,,,,1962,,,19 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,16fps,,,,,,Original,,,,,,,,,,,,"AA, RI",In the Late-1960s he blew-up the 8mm films to 16mm,,CCJ
TI_076,6 x 6 (Oukan Densentsu),王冠伝説 (6 x 6),,,,TAKAHIKO Iimura,飯村隆彦,Blown-up from R. 8mm,,,,,1962,,,19 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,16fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_077,Film Strips II,フィルム・ストリップス Ⅱ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966-70,,,13 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_078,Film Strips I,フィルム・ストリップス Ⅰ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1966-70,,,14 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_079,Film Strips I,フィルム・ストリップス Ⅰ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966-70,,,12 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,,,,,,,"IIMURA PRO. C-1. Film Strips I (1966-1970), Film Strips I (Silent, 24fps), Film Strips I (1966-70), Silent 24fps",,,,,,,,,,,,"AA, RI",,,CCJ
TI_080,Film Strips II,フィルム・ストリップス Ⅱ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966-70,,,13min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_081,Film Strips II,フィルム・ストリップス Ⅱ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1966-70,,,17 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,, ,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_082,Cosmic Buddha,コスミック・ブッダ,,,,TAKAHIKO Iimura,飯村隆彦,"The same work as Budda Again, title changed",,,,,1969-70,,,16 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_083,In the River,イン・ザ・リバー,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1969-70,,,18 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_084,In the River,イン・ザ・リバー,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1969-70,,,17 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,"1969-70. Color, 17min, Music by   Taka Iimura. Print 1996",,,,,,,,,,,,"AA, RI",,,CCJ
TI_085,Tooth for Tooth,歯には歯を,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,N/A,,,,,,N/A,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_086,One Frame Duration,一コマの長さ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1977,,,11 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW & Color,Sound,24fps,,,,,,With track,,Vineger smell,,,,,,,,,,"AA, RI",There's sound,,CCJ
TI_087,One Frame Duration,一コマの長さ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1977,,,11 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,"Metal / メタル缶; Side:ONE FRAME DURATION ,TIMED 1-3 
TOP: ONE FRAME DUTATION,SND,1977.11min,B/W,Sound","One Frame Duration, Set Volume Full,sSound,Louder,by Takahiko IIMURA",,,,,,,,,,,"AA, RI",,,CCJ
TI_088,24 Frames Per Second (First Version),１秒24コマ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1975-78,,,24 min,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,,,,,,,"Plastic / プラスチック; side:'24 Frame Per Second 1975 Top:TAKA IIMURA ""24 FRAMES PER SECOND"" 1st Version 1975, B/W, 24min SOUND(OPT)",24 FRAMES PER SECOND ,,,,,,,,,,,"AA, RI",,,CCJ
TI_089,Cosmic Buddha,コスミック・ブッダ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1969-70,,,,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_090,24 Frames Per Second,１秒24コマ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1975-78,,,12 min,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,,,,,,,"Plastic / プラスチック; side:飯村隆彦24FRAMES PER SECOND 上：飯村隆彦「1秒間24コマ」12分　オプティカル,サウンド，1975-78,B/W,12分,サウンド,ボリューム大きく！",TAKA IIMURA 24 FRAMES PER SECOND LOUDER!,,,,,,,,,,,"AA, RI",,,CCJ
TI_091,24 Frames Per Second,１秒24コマ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1975-78,,,10 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,"Plastic / プラスチック; side: TAKA IIMURA ""24 FRAMES PER SECOND"" Top:24FRAMERS PER SECOND Louder SND",24 FRAMES PER SECOND,,,,,,,,,,,"AA, RI",,,CCJ
TI_092,White Calligraphy,ホワイト・カリグラフィー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1967,,,8 min,,Film,8mm,,,,,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,16fps,,,,,,"Plastic / プラスチック; side:WHITE CALLIGRAPHY, B.W Silent, 12min, TAKA IIMURA 
TOP:WHITE CALLIGRAPHY by Taka iimura B/W, Silent, 16mm ","NO1 ,White Clligraphy by Taka iimura",,,,,,,,,,,"AA, RI",,,CCJ
TI_093,White Calligraphy,ホワイト・カリグラフィー,,,,TAKAHIKO Iimura,飯村隆彦,Fuji Single 8,,,,,1967,,,11min,,Film,Single8,,,,,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,"Plastic / プラスチック; side:TAKAHIKO IIMURA WHITE CALLIGRAPHY 1967.silent.B/W
TOP:TAKAHIKO  IIMURA WHITE CALLIGRAPHY1967,B/W,Slent,11min,24FPS,Super 8mm",-,,,,,,,,,,,"AA, RI",,,CCJ
TI_094,2 MIN 46 SEC 16 FRAMES,２分46秒16コマ,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1972-74,,,10 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,"Metal / メタル缶; side: 2min.46sec.16Feames
TOP:#65237 9/4/`3,Taka Iimura,""2 MIN 46 SEC 16 FRAMES"",16mm,B/W,Double,perf Ptint TEST ACETATE,Sound uaw Sprodat holes ",,,,,,,,,,,,"AA, RI",,,CCJ
TI_095,SYNC SOUND,シンク・サウンド,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1975,,,8 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,"Plastic / プラスチック; side:TAKA IIMURA,""SYNC SOUND""(1975)
TOP:TAKA IIMURA,SYNC SOUND (1975),B/W,8min.OPT.SND",シンクサウンド,,,,,,,,,,,"AA, RI",,,CCJ
TI_096,SYNC SOUND,シンク・サウンド,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1975,,,8 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,"Metal / メタル缶; side:SYNC SOUND 
TOP:SYNC SOUND,(1975.Reversed 1978),by Taka IIMURA,81/2min .B/W.opt.Sound",,,,,,,,,,,,"AA, RI",,,CCJ
TI_097,Blinking,まばたき,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1970,,,12 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,"Metal / メタル缶; side:飯村隆彦,BLINKING,MASTER 1970
TOP:BLINKING MASTER,24FPS Original MASTER Silent B/W
",,,,,,,,,,,,"AA, RI",,,CCJ
TI_098,Blinking,まばたき,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1970,,,13 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,25fps,,,,,,"Plastic / プラスチック; side: TAKAHIKO IIMURA BLINKING 1970 B/W
TOP:TAKA IIMURA BLINKING (サイレント) B/W 1971,12min,16FPS,12分","TAKA IIMURA,107",,,,,,,,,,,"AA, RI",,,CCJ
TI_099,Parallel,パラレル,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1973,,,5 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,"Metal / メタル缶; side:PARALLELTakahiko Iimura B/W 24FPS. Silent
TOP:PARALLELTakahiko Iimura B/W 24FPS. Silent",,,,,,,,,,,,"AA, RI",,,CCJ
Ti_100,Sakasama (Upside Down),さかさま,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1963,,,13min,,Film,16mm,,,Dupe Neg / デュープ・ネガ　,Internegative / インターネガ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,16fps,,,,,,"Metal / メタル缶; side:Sakasama (1963),Inter Nega
TOP: TAKA IIMUTA, ""SAKASAMA"" 1963, B/W, Silent.16FPS,Inter Nega
",,,,,,,,,,,,"AA, RI",print 1994,,CCJ
TI_100,Sakasama (Upside Down),さかさま,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1963,,,12 min,,,N/A,,,Master / マスター,Internegative / インターネガ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,,,,,,,,,,,,,,,,,,,"AA, RI",,,CCJ
TI_101,ONAN,オナン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,7 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,,,,,,,,,"Damaged film, vineger",,,,,,,,,,"AA, RI",,,CCJ
TI_102,ONAN,オナン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,7 min,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Damaged, vineger",,,,,,,,,,"AA, RI",,,CCJ
TI_103,Man and Woman,男と女,,,4/3/2017,TAKAHIKO Iimura,飯村隆彦,,,,,,1976,,,,,Video,S-VHS,,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_104,"[Compliation: A Chair, Blinking]",コンピレーション：チェアー、ブリンキング,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1970,,,,,Video,"¾"" U-maticS",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,"[Copy from 1/2"" open reel.]",,
TI_105,Man and Woman,男と女,,,2,TAKAHIKO Iimura,飯村隆彦,,,,,,1976,,,,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate this is a re-edit of 1971 work. See also TI_106.,,CCJ
TI_106,Man and Woman,男と女,,,"3, 4",TAKAHIKO Iimura,飯村隆彦,,,,,,1976,,,,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate this is a re-edit of 1971 work. See also TI_105.,,CCJ
TI_107,Time Tunnel,タイム・トンネル,,,4,TAKAHIKO Iimura,飯村隆彦,,,,,,1971,,,,,Video,"¾"" U-matic",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,MJ,"[Copy from 1/2"" open reel]",,CCJ
TI_108,"Camera, Monitor, Frame",カメラ・モニター・フレーム,,,"7, 7-1",TAKAHIKO Iimura,飯村隆彦,,,,,,1976,,,0:07:00,,Video,"¾"" U-matic",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,"Annotations show it is a transfer from 1/2"" open reel",,
TI_109,Self Identity,セルフ・アイデンティティ,,,"8, 5",TAKAHIKO Iimura,飯村隆彦,,,,,,1972-1974,,,0:39:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,"Per Iimura, a version of Self Identities with 5 parts. Later, parts 4 & 5 were made into separate pieces. Creation date is from catalog. Both labeled Master although there are 2 copies; see #9. Run time from catalog.",,
TI_110,Self Identity,セルフ・アイデンティティ,,,"9, 8-5",TAKAHIKO Iimura,飯村隆彦,,,,,,1972-1974,,,0:37:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,"Per Iimura, a version of Self Identities with 5 parts. Later, parts 4 & 5 were made into separate pieces. Creation date is from catalog. Both labeled Master although there are 2 copies; see #8.",,CCJ
TI_111,Double Identities,ダブル・アイデンティティ,,,"10, 13",TAKAHIKO Iimura,飯村隆彦,,,,,,1979,,,0:08:00,,Video,"¾"" U-matic",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,"Although marked as a Master, annotations indicate it is a PAL to NTSC transfer",,CCJ
TI_112,"[Compliation: Double Portrait, I Love You]",ダブル・ポートレート/ アイ・ラブ・ユー,,,11,TAKAHIKO Iimura,飯村隆彦,"Titles are Double Portrait, I Love You",,,,,N/A,,,0:11:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate it is a 1987 version with sound effects.,,CCJ
TI_113,[Compliation: Self Introduction and Hit Your Own Back],コンピレーション：自己紹介とあなた自身の背中を撃て,,,12,TAKAHIKO Iimura,飯村隆彦,Titles are Self Introduction and Hit Your Own Back,,,,,N/A,,,0:18:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
