ID,Title (EN),Title (JP),Component ID,Component Name,Previous ID,Artist Name (EN),Artist Name (JP),Description (EN),Description (JP),Contributors (EN),Contributors (JP),Description (JP),Creation Date,Color,Sound,Run time (HH:MM:SS),Collection,Media Type,Media Format,Component Type,Relation,Film Process Type,Film Element Type,Film Wind,FPS,Audio Speed,Brand,Reel Size,Audio Reel Capacity,Video Stock Length,Video Standard,File Name,Codec,Codec ID,File Size (GB),Duration,Bit Rate,Dimensions,Display Aspect Ratio,Bit Depth,Scan Type,Encoded Date,Provenance,Viewing Restrictions,Terms of Governing Use,Color,Sound,FPS,Ft.,Reel/Core,Film Base,Brand,Housing Material,Housing Annotations,Item Annotations,Condition Notes (EN),Condition Notes (JP),Digitization Status (EN),Digitization Status (JP),"Rights Holder Primary (EN)
TI_114,[Documentation:Register Yourself],ドキュメンテーション：レジスター,,,"13, 9",TAKAHIKO Iimura,飯村隆彦,,,,,,1972,,,0:27:00,,Video,"¾"" U-matic",,,Camera original / オリジナル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_115,Talking to Myself: Phenomenological Operation,私自身に話すこと,,,"14, 11-?",TAKAHIKO Iimura,飯村隆彦,Parts 1-6,,,,,1978,,,0:17:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_116,Talking to Myself: Phenomenological Operation,臨床学的作用,,,15,TAKAHIKO Iimura,飯村隆彦,,,,,,1978,,,0:09:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate at PS with super-titles,,CCJ
TI_117,[Documentation: I=You=He / She],ドキュメンテーション：私＝あなた＝彼 / 彼女,,,16 part one,TAKAHIKO Iimura,飯村隆彦,"3:00 pm performance, part 1.",,,,,1979,,,,,Video,"¾"" U-maticS",,,Camera original / オリジナル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_118,[Documentation: I=You=He / She],ドキュメンテーション：私＝あなた＝彼 / 彼女,,,"16, part two",TAKAHIKO Iimura,飯村隆彦,"5:00 pm performance, Part 2.",,,,,1979,,,0:17:00,,Video,"¾"" U-maticS",,,Camera original / オリジナル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_119,Robina Rose & Me,ロビーナ・ローズと私,,,"18, 20",TAKAHIKO Iimura,飯村隆彦,,,,,,1983,,,0:12:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate it is a bilingual master.,,CCJ
TI_120,Happy Halloween,ハッピー・ハロウィーン,,,"19, 22",TAKAHIKO Iimura,飯村隆彦,,,,,,1983,,,00:11:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_121,[Compilation],コンピレーション,,,23,TAKAHIKO Iimura,飯村隆彦,New York Hotsprings is part of compilation.,,,,,1984,,,00:10:00,,Video,"¾"" U-matic",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicates New York Hotsprings is an 'original'; also indicates Betcam to U-Matic transfer.,,CCJ
TI_122,"[Compilation: Moments at the Rock; Robina Rose and Me, English language version.]",コンピレーション：岩での瞬間＆ロビーナ・ローズと私　英語バージョン,,,"24, 25",TAKAHIKO Iimura,飯村隆彦,"Titles: Moments at the Rock; Robina Rose and Me, English language version.",,,,,1984,,,,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Attached note indicates transfer to DVCAM.,,CCJ
TI_123,Collette,コレット,,,"25, 24",TAKAHIKO Iimura,飯村隆彦,,,,,,1984,,,00:11:00,,Video,"¾"" U-maticS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate transfer from 'Beta' and transferred to DVCAM,,CCJ
TI_124,New York Day and Night,ニューヨーク　デイ・アンド・ナイト,,,"26, 41-3",TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,0:56:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_125,New York Day and Night,ニューヨーク　デイ・アンド・ナイト,,,"4, 41-4",TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,,,Video,"¾"" U-matic",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate PAL version from NTSC master.,,CCJ
TI_126,[Compilation: Concept Tapes 1 old version],コンピレーション：コンセプト　テープス1  旧版,,,"27, 37-1",TAKAHIKO Iimura,飯村隆彦,Multiple titles.,,,,,1975-1987,,,00:43:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_127,[Compilation: Concept Tapes 2 old version],コンピレーション：コンセプト　テープス2  旧版,,,"28, 46",TAKAHIKO Iimura,飯村隆彦,Multiple titles.,,,,,1970-1990,,,00:51:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_128,[Compilation: A Jorney to Ayers Rock; Moments at the Rock & Excerpts from Ayers Rock.],エアーズロックへの旅；岩での瞬間 ＆ エアーズロックからの抜粋,,,"30, 48-3",TAKAHIKO Iimura,飯村隆彦,A Jorney to Ayers Rok; Moments at the Rock; Excerpts from Ayers Rock.,,,,,1984,,,00:32:26,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_129,Fluxus Replayed,フルクサス・リプレイド,,,31,TAKAHIKO Iimura,飯村隆彦,Documentation of Fluxus; camera Phil Niblock and Taka Iimura.,,,,,1991,,,,,Video,"¾"" U-matic",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate transfer from Betacam.,,CCJ
TI_130,Scared to Death,スケアド・トゥ・デス,,,35,TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,00:17:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patches of mold,,,,,,,,,,MJ,,,CCJ
TI_131,[Documentation: This is a Camera Which Shoots This],ドキュメンテーション：ディス・カメラ・ウィッチ・シュート・ディス,,,"22, 26-4",TAKAHIKO Iimura,飯村隆彦,,,,,,1983,,,,,,,,,Master Film Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,[Transfer from film.],,CCJ
TI_132,Ma: Space / Time in the Garden of Ryoan-Ji,間：竜安寺石庭の時／空間,,,"34, 4-2",TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,,,Video,"¾"" U-maticS",,,Master Film Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,"Marked ""Best"". Transfer from film.",,CCJ
TI_133,To the Garden of Water Lilies,モネの睡蓮の庭の方へ,,,38,TAKAHIKO Iimura,飯村隆彦,,,,,,1990,,,0:30:15,,Video,"¾"" U-matic",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate transfer from Betacam,,CCJ
TI_134,Sky and Ground,スカイ・アンド・グラウンド,,,36,TAKAHIKO Iimura,飯村隆彦,,,,,,1991-1993,,,,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate this is version #3 with poem of two-channel video; see #37.,,CCJ
TI_135,Sky and Ground,スカイ・アンド・グラウンド,,,37,TAKAHIKO Iimura,飯村隆彦,,,,,,1991-1993,,,,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate this is channel 2 of two-channel video; see #36,,CCJ
TI_136,AIUEONN Six Features,あいうえおん 六面相,,,43,TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,00:06:10,,Video,"¾"" U-maticSP",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate English version.,,CCJ
TI_137,[Documenation: AIUEONN Six Features],ドキュメンテーション：あいうえおん六面相,,,44,TAKAHIKO Iimura,飯村隆彦,,,,,,1994,,,00:08:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate performed in Poland in 1990; label indicates 1994.,,CCJ
TI_138,[Compilation],コンピレーション,,,"78, 14-2",TAKAHIKO Iimura,飯村隆彦,"Two works in a trilogy that includes Camera, Monitor, Frame; Observer/Observed; Observer/Observed/Observer",,,,,1976,,,00:41:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,"Annotations indicate 'old version (not included Camera, Monitor, Frame.",,CCJ
TI_139,Talking to Myself: Phenomenological Operation Tape A,私自身に話すこと：臨床学的作用　テープA,,,76,TAKAHIKO Iimura,飯村隆彦,Tape A for installation.,,,,,1978,,,,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_140,Talking to Myself: Phenomenological Operation Tape B,私自身に話すこと：臨床学的作用　テープB,,,77,TAKAHIKO Iimura,飯村隆彦,Tape B for installation.,,,,,1978,,,,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_141,New York Hotspring,ニューヨーク・ホットスプリング,,,74,TAKAHIKO Iimura,飯村隆彦,Tape B for installation.,,,,,1985,,,00:01:35,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_142,New York Hotspring,ニューヨーク・ホットスプリング,,,73,TAKAHIKO Iimura,飯村隆彦,Tape A for installation.,,,,,1985,,,00:01:45,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_143,New York Video Diary,ニューヨーク・ヴィデオ・ダイアリー,,,72,TAKAHIKO Iimura,飯村隆彦,,,,,,1983,,,00:47:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_144,[Documentation: As I See You You See Me],ドキュメンテーション：私があなたを見るように、あなたは私を見る,,,46,TAKAHIKO Iimura,飯村隆彦,Performed at UCLA.',,,,,1977,,,00:07:00,,Video,"¾"" U-maticS",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_145,AIUEONN Menso,あいうえおん面相,,,47,TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,00:07:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_146,Talking to Myself at PS 1,トーキング・トゥ・マイ・セルフ・アット・ピーエス1,,,48,TAKAHIKO Iimura,飯村隆彦,,,,,,1985,,,00:11:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Catlog calls this work Talking in New York at PS 1.,,CCJ
TI_147,Monet Garden Synthesized,モネの庭,,,49,TAKAHIKO Iimura,飯村隆彦,,,,,,1988,,,00:14:30,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_148,Visual Logic (and Ilogic),視覚的論理（と非論理）,,,51,TAKAHIKO Iimura,飯村隆彦,,,,,,1977,,,00:19:45,,Video,"¾"" U-matic",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,See additional copy on shelf with yellow sticker 6.,,CCJ
TI_149,Double Identity 2,ダブル・アイデンティティ,,,50,TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,00:07:00,,Video,"¾"" U-matic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,May be Double Identities.,,CCJ
TI_150,AIUEONN Menso,あいうえおん面相,,,52,TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_151,Arakawa: Atmospheric Resemblance [A Life of Blank],アラカワ：雰囲気的な相似性　ア・ライフ・オブ・ブランク,,,55,TAKAHIKO Iimura,飯村隆彦,,,,,,1986,,,00:11:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_152,A Day in Bahama,バハマにおける一日,,,53,TAKAHIKO Iimura,飯村隆彦,,,,,,1986,,,00:07:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_153,J. Cage Performs J. Joyce,ジョン・ケージ・パフォームス・ジェームス・ジョイス,,,"54, 28-1",TAKAHIKO Iimura,飯村隆彦,,,,,,1985,,,00:15:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Date is from catalog.,,CCJ
TI_154,Self Identity Series,セルフ・アイデンティティ・シリーズ,,,60,TAKAHIKO Iimura,飯村隆彦,,,,,,1975,,,00:29:30,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_155,Moments at the Rock,岩での瞬間,,,61,TAKAHIKO Iimura,飯村隆彦,,,,,,1985,,,00:12:00,,Video,"¾"" U-maticS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_156,Shifting,シフティング,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1976,,,00:22:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,,,CCJ
TI_157,Double Portrait,ダブル・ポートレート,,,63,TAKAHIKO Iimura,飯村隆彦,,,,,,1973-1987,,,00:06:00,,Video,"¾"" U-maticS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,Annotations indicate 'Effects Version.',,CCJ
TI_158,Video Field No. 1 & 2,ヴィデオ・フィールド No.1 ＆ 2,,,62,TAKAHIKO Iimura,飯村隆彦,,,,,,1975,,,00:12:00,,Video,"¾"" U-maticS",,,Submaster / サブマスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MJ,"[Copy from 1/2"" open reel?.]",,CCJ
TI_159,6 x 6 (Oukan Densentsu),王冠伝説,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vineger,,,,,,,,,CCJ
TI_160,Junk,くず,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,4 min,,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,,,,,,,,,,,,,,,,,,,,,,CCJ
TI_161,Why Not Sneeze?,何故くしゃみをしない,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1963,,,,,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,Silent,,,,,,,,,,,,,,,,,,,,,,CCJ
TI_162,Iro (Colors),いろ,,,,TAKAHIKO Iimura,飯村隆彦,Plus 1/4n tape track,,,,,1962,,,,,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,Silent,16fps,,,,,,,,,,,,,,,,,,,,,CCJ
TI_163,Rose-Colored Dance,ばら色ダンス,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,,,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,,,,,,,,,,,,,,Vineger,,,,,,,,,CCJ
TI_164,The Pacific Ocean,パシフィック・オーシャン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,Silent,16fps,,,,,,,,,,,,,,,,,,,,,CCJ
TI_165,The Pacific Ocean,パシフィック・オーシャン,,,,TAKAHIKO Iimura,飯村隆彦,NG with streaks. Print made with Yale Lab,,,,,1962,,,,,Film,16mm,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TI_166,SYNC SOUND,シンク・サウンド,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1975,,,9 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,,,,,,,,,,,,,,,,CCJ
TI_166,Flowers,フラワーズ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968-69,,,11 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,,,,,,,,,,,,,,CCJ
TI_167,Repeated/Reversed Time,反復し/逆行する時間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1980,,,9 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,,,,,,,,,,,,,,,,CCJ
TI_168,DESADE,ド・サド,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24,,,,,,,,,,,,,,,,,,,,,CCJ
TI_169,On Eye Rape,オン・アイ・レイプ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Silent,,,,,,,途中コマ流れOK,,,,,,,,,,,,,painted color on b/w. ,,CCJ
TI_170,On Eye Rape,オン・アイ・レイプ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,Film,16mm,,,Camera Original / カメラ・オリジナル,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Silent,,,,,,,コマ流れなし　オールド・フィルム、上映金　オリジナル・フィルム上映金,,,,,,,,,,,,,With splices. Original painted color. Jyouei kinshi,,CCJ
TI_171,The Fog,きり,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1970,,,,,Film,16mm,,,Duplicate Negative / デュープ・ネガ　,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,Silent,,,,,,,,,,,,,,,,,,,,,,CCJ
TI_172,Timing,タイミング,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1972,,,,,Film,16mm,,,,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
TI_172,Talking Picture (The Structure of Film Viewing),トーキング・ビクチャー（フィルムを見ることの構造）,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1981,,,,,Film,16mm,,,,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talking Pictures, pix (positive) & snd (nega); pix with mag snd track; snd in nega. Time paper between 2 reels",,,,,,,,,,,,,negative sound,,CCJ
TI_173,Talking Picture,トーキング・ビクチャー（フィルムを見ることの構造）,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1981,,,,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talking Pictures, pix (positive) & snd (nega); pix with mag snd track; snd in nega. Time paper between 2 reels",,,,,,,,,,,,,Psitive picture ,,CCJ
TI_174,Face,フェイス,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968-69,,,13 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,,,,,,,,,,,,No picture,,CCJ
TI_175,Face,フェイス,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968-69,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only sound,,CCJ
TI_176,"Yoko Ono: ""This Is Not Here""",ヨーコ・オノ “ディス・イズ・ノット・ヒア”,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Yoko Ono,,,,,1972,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Silent,24fps,,,,,,,,,,,,,,,,,,,"Master, 1982, This is Not Here, Pix only (Color). Snd=Tape.",,CCJ
TI_177,DADA 62,ダダ62,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,10 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,,,,,,,,,,,,,,,,CCJ
TI_178,Iro (Colors),いろ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iimura
TI_179,Iro (Colors),いろ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,,,,,,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sound nega,,,,,,,,,,,,,,,Iimura
TI_180,Rose-Colored Dance,バラ色ダンス,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,9 min,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,16fps,,,,,,,,,,,,,,,,,,,,,CCJ
TI_181,Junk,くず,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,8 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,,,,,,,,"くず原版（Pix,Snd)",,,,,,,,,,,,,Positive pix,,CCJ
TI_182,Junk,くず,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snd track negative,,CCJ
TI_183,White Calligraphy,ホワイト・カリグラフィー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1967,,,,,Film,16mm,,,Camera Original / カメラ・オリジナル,Reversal Positive / リバーサル・ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,,,,,,,,"White Calligraphy Original. B/W, 1967 (Partial Double perf), Print Reversal with Black TRK","White Calligraphy, Silent, Pix only",,,,,,,,,,,,,,CCJ
