ID,Title (EN),Title (JP),Component ID,Component Name,Previous ID,Artist Name (EN),Artist Name (JP),Description (EN),Description (JP),Contributors (EN),Contributors (JP),Description (JP),Creation Date,Color,Sound,Run time (HH:MM:SS),Collection,Media Type,Media Format,Component Type,Relation,Film Process Type,Film Element Type,Film Wind,FPS,Audio Speed,Brand,Reel Size,Audio Reel Capacity,Video Stock Length,Video Standard,File Name,Codec,Codec ID,File Size (GB),Duration,Bit Rate,Dimensions,Display Aspect Ratio,Bit Depth,Scan Type,Encoded Date,Provenance,Viewing Restrictions,Terms of Governing Use,Color,Sound,FPS,Ft.,Reel/Core,Film Base,Brand,Housing Material,Housing Annotations,Item Annotations,Condition Notes (EN),Condition Notes (JP),Digitization Status (EN),Digitization Status (JP),"Rights Holder Primary (EN)
TI_184,Talking in New York,トーキング・イン・ニューヨーク,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1980,,,11 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,,,,,,,"Iimura 777.2607; Talking with N.Y. Master Posi W. TRAK. Color, Shorterened, 11min, spliced, タイトルと最終シーンは１/2明るくプリント","Talking in NY. Transfer from with S8mm. Sound, color",,,,,Hardened. ,,,,,,,,,CCJ
TI_185,"A Dance Party in the Kingdom of Liliput, No. 2",リリパット王国舞踏会 No.2,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sound nega,,CCJ
TI_186,"A Dance Party in the Kingdom of Liliput, No. 2",リリパット王国舞踏会 No.2,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilliput Pix neg,"Vineger, hardened.",,,,,,,,,,,Picture nega,,CCJ
TI_187,In the River,イン・ザ・リバー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1969-70,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In the River Pix & Snd: Both Posi 原版,In the River TRK (Posi) ,,,,,,,,,,,,,,CCJ
TI_188,In the River,イン・ザ・リバー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1969-70,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In the River Pix & Snd: Both Posi 原版,Pix,,,,,,,,,,,,,,CCJ
TI_189,Ai (LOVE),あい,,,,TAKAHIKO Iimura,飯村隆彦,,,Sound by Yoko Ono,,,1962,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picture Color Negative,,,,,,,,,,,,The 8mm original is missing.,,CCJ
TI_190,Ai (LOVE),あい,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI Love Negative Optial track,,,,,,,,,,,,,,CCJ
TI_191,Film Strips II,歯には歯を,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966-70,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Film Strips 2 Inter Nega pix （プリント作成後）. Film Strips 2 Posi pix. Film Strips II 禁上映　「マスターだから）,,,,,,,,,,,,,Picture,,CCJ
TI_192,Film Strips I,歯には歯を,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966-70,,,,,Film,16mm,,,Master / マスター,Internegative / インターネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picture,,CCJ
TI_193,Honey Moon,ハニー・ムーン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honey Moon Pix 原版；いろ原版絵・音ポジ[sound is circled, probaby only sound]","Honey Moon, Silent, 16 koma, 16fps",,,,,,,,,,,,,,CCJ
TI_194,IRO (Colors),いろ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1962,,,,,,,,,Duplicate Print / デュープ　,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Honey Moon Pix 原版；いろ原版絵・音ポジ[sound is circled, probaby only sound]",IRO 音ポジ　Top,,,,,,,,,,,,Iimura says the label indicates genpan but it's not. Looking for the master,,CCJ
TI_195,AIUEONN SIX FEATURES,あいうえおん六面相,,,,TAKAHIKO Iimura,飯村隆彦,Transfer from video,,,,,1993,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iimura
TI_196,SHUTTER,シャッター,,,,TAKAHIKO Iimura,飯村隆彦,,,Sound by Sato Keijiro,,,1971,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pix #1,,,,,,,,,,,,,Picture print,,CCJ
TI_197,SHUTTER,シャッター,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1971,,,,,Sound,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Pix (sound 1),,,,,,,,,,,,,,,CCJ
TI_198,SHUTTER,シャッター,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1971,,,,,Sound,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,For pix (Sound 2),,,,,,,,,,,,,,,CCJ
TI_199,TIMING 1.2.3,タイミング1.2.3,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1972,,,,,Film,16mm,,,Master / マスター,Negative / ネガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metal / メタル缶; To,omg 1 2 3 b/w",,,,,,,,,,,,,,,CCJ
TI_200,TIMING 1.2.3,タイミング1.2.3,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1972,,,,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal / メタル缶,,,,,,,,,,,,,,,CCJ
TI_201,TIMING 1.2.3,タイミング1.2.3,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1972,,,11 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Metal / メタル缶,,,,,,,,,,,,,,,
TI_202,TIME LENGTH 1.2.3,タイム・レングス,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1972,,,11 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Metal / メタル缶; Time Length No. 1-4 Printed in Berlin,,,,,,,,,,,,,,,CCJ
TI_203,TIME LENGTH 1.2.3,タイム・レングス,,,,TAKAHIKO Iimura,飯村隆彦,Sound by Takahiko Iimura,,,,,1972,,,9 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,"Metal / メタル缶; Time Length 1.2.3 16mm, b/w, sound, 312 ft. 9 min, posi",,,,,,,,,,,,,Part of Moels Reels 1 & 2.,,CCJ
,Talking to Myself: Phenomenological Operation No. 1-6,トーキング・トゥ・マイセルフ：フェノメノロジカル・オペレーション No.1-6,,,75,TAKAHIKO Iimura,飯村隆彦,,,,,,1978,,,00:17:00,,Video,"¾"" U-matic",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date is from tape label. ,,CCJ
,John Cage Performs James Joyce,ジョン・ケージ・パフォームス・ジェームス・ジョイス,,,"54, 28-9",TAKAHIKO Iimura,飯村隆彦,,,,,,1985,,,0:15:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
,A Day in Bahama,バハマにおける一日,,,"53, 30",TAKAHIKO Iimura,飯村隆彦,,,,,,1986,,,0:07:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
,Arakawa: Atmospheric Resemblance [A Life of Blank],アラカワ：雰囲気的な相似性　ア・ライフ・オブ・ブランク,,,"55, 29",TAKAHIKO Iimura,飯村隆彦,,,,,,1986,,,0:11:00,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCJ
,AIUEONN,あいうえおん,,,"52, 59-12",TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,0:01:50,,Video,"¾"" U-maticS",,,Master / マスター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Six Features' is in Japanese.,,CCJ
*,Visual Logic (And Illogic),ヴィジュアル・ロジック(アンド アイロジック),,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,Video Gesture,ヴィデオ・ジェスチャー,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,A Conversation with Video,カンバセーション・ウィズ・ビデオ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,MA: Space / Time in the Garden of Ryoan-Ji,間：竜安寺石庭の時／空間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,Observer/Observed,オブザーバ/ オブザーブド,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TI_204,TIIMED 1.2.3,"タイムド 1,2,3",,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1972,,,10 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Metal / メタル缶; W/TRK,,,,,,,,,,,,,,,
TI_205,Virgin,ヴァージン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968,,,20 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,Cardboard / ボール紙,,,,,,,,,,,,,,,
TI_206,Virgin,ヴァージン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968,,,20 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_207,Virgin,ヴァージン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968,,,20 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; 上映禁止 旧版,,,,,,,,,,,,,,,
TI_208,Virgin,ヴァージン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968,,,20 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_209,MA (Intervals),間(インターバルス),,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1975-1978,,,22 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_210,MA (Intervals),間(インターバルス),,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1975-1978,,,22 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; 光学録音 / サウンドトラックのスクラッチミュージックのため、ボリュームは大きくしてください,,,,,,,,,,,,,,,
TI_211,Talking in New York,トーキング・イン・ニューヨーク,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1980,,,25 min,,Film,8mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,18fps,,,,,,Plastic / プラスチック; 上映マスター要注意,,,,,,,,,,,,,,,
TI_212,Talking in New York,トーキング・イン・ニューヨーク,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1980,,,11 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_213,Talking in New York,トーキング・イン・ニューヨーク,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1980,,,11 min ,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_214,Repeated / Reversed Time,反復し／逆行する時間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1980,,,9 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_215,Repeated / Reversed Time,反復し／逆行する時間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1980,,,9 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,"Plastic / プラスチック; Conceived , directed ,editied, sounde made by TAKA IIMURA  optical sound 12 min",,,,,,,,,,,,,,,
TI_216,Talking Picture #1-4,トーキング・ビクチャー（フィルムを見ることの構造）＃1-4,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1981,,,17 min,,Film,Super8,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,18fps,,,,,,"Plastic / プラスチック; 1.BETWEEN THE FRAME 2.SEEING NOTHING 3. THE PRIVILEGE TO SEE 4.I AMA VIEWER, YOU ARE A VIEWER ",,,,,,,,,,,,,,,
TI_217,Talking Picture #1-4,トーキング・ビクチャー（フィルムを見ることの構造）＃1-4,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1981-83,,,16 min,,,,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; 光学録音,,,,,,,,,,,,,,,
TI_218,Talking Picture #1-4,トーキング・ビクチャー（フィルムを見ることの構造）＃1-4,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1981-83,,,16 min,,,,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; 日本語?,,,,,,,,,,,,,,,
TI_225,AIUEONN Six Features,あいうえおん6面相,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,6 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Metal / メタル缶,,,,,,,,,,,,,音とサウンド別々(全部で2つ),,
TI_226,AIUEONN Six Features,あいうえおん6面相,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,6 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Metal / メタル缶,,,,,,,,,,,,,,,
TI_227,AIUEONN Six Features,あいうえおん6面相,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,6 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_228,AIUEONN Six Features,あいうえおん6面相,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1993,,,6 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_219,MA:SPACE / Time in the Garden of Ryoanji,間：竜安寺石庭の時／空間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,15 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_220,MA:SPACE / Time in the Garden of Ryoanji,間：竜安寺石庭の時／空間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,15 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_221,MA:SPACE / Time in the Garden of Ryoanji,間：竜安寺石庭の時／空間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,15 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; new,,,,,,,,,,,,,,,
TI_222,MA:SPACE / Time in the Garden of Ryoanji,間：竜安寺石庭の時／空間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,15 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; パーフォレーションの乱れあり / 要注意,,,,,,,,,,,,,,,
TI_223,MA:SPACE / Time in the Garden of Ryoanji,間：竜安寺石庭の時／空間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,15 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; used,,,,,,,,,,,,,,,
TI_224,MA:SPACE / Time in the Garden of Ryoanji,間：竜安寺石庭の時／空間,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1989,,,15 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; メトロポリタン美術館委嘱作品,,,,,,,,,,,,,,,
TI_229,"Yoko Ono ""This Is Not Here""",ヨーコ・オノ “ディス・イズ・ノット・ヒア”,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1972,,,17 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,"Plastic / プラスチック; Magnetic Coated on the back of film  Document of Yoko Ono at exhibition in New York, 1972, with John Lennon Yoko",,,,,,,,,,,,,,,
TI_230,Sky and Ground,スカイ・アンド・グラウンド,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1991-93,,,17 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; Transfer from video <master>,,,,,,,,,,,,,,,
TI_231,Sky and Ground,スカイ・アンド・グラウンド,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1991-93,,,17 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック; Transfer from Video Print やや赤め,,,,,,,,,,,,,,,
TI_232,New York Scene,ニューヨーク・シーン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,24 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW & Color,Silent,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_233,"Summer, Happenning. U.S.A",サマー・ハプニング U.S.A,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,27 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_234,"Summer, Happenning. U.S.A",サマー・ハプニング U.S.A,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1966,,,27 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Metal / メタル缶,,,,,,,,,,,,,,,
TI_235,FILMMAKERS,フィルムメーカーズ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968-70,,,30 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Metal / メタル缶; フレクサム(株) 16mm ポジフィルム 16mm サウンドポジフィルム　原版,,,,,,,,,,,,,音 / 映像　別フィルム(景2本),,
TI_236,FILMMAKERS,フィルムメーカーズ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968-70,,,30 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_237,FILMMAKERS,フィルムメーカーズ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1968-70,,,30 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_238,1 TO 60 SEC.,１秒から60秒まで,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1972,,,30 min ,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_239,+ & - (Plus and Minus),プラス・アンド・マイナス,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1973,,,25 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,Color,Silent,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_240,Front and Back / My Documentary,うらとおもて / My Documentary,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,7 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,Plastic / プラスチック; それぞれ別に分かれているので、一本にまとめる(フッテージが分散しているのを直す)　side: フィルム・アンデパンダン　2分　映画集あり「うらとおもて」「マイ・ドキュメンタリー」,,,,,,,,,,,,,Front and back 2 min/ my documentary5 miin,,
TI_241,Film Independents,フィルム・アンデパンダン(飯村作品除く),,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,32 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,None / なし; 飯村作品「うらとおもて」「My Documentary」を含まず、別リール,,,,,,,,,,,,,,,
TI_242,Film Independents,フィルム・アンデパンダン,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1964,,,32 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,,,,,,,,,,,,,,,,
TI_243,MODELS’ Real 1,モデルス、リール1,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1943,,,44 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Metal / メタル缶; master posi,,,,,,,,,,,,,MODELS Real 2 と同一のケース入り,,
TI_244,MODELS’ Real 2,モデルス、リール2,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1943,,,46 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Metal / メタル缶; master posi,,,,,,,,,,,,,MODELS Real 1 と同一のケース入り,,
TI_245,Shelter 9999,シャッター9999,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1967,,,35 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,Cardboard / ボール紙,,,,,,,,,,,,,ケースにベルト付き / 別撮り New York Scene カラースライド31枚を含む,,
TI_246,NOW,ナウ,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1980?,,,16 min,,Film,16mm,,,,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Sound,24fps,,,,,,Plastic / プラスチック,,,,,,,,,,,,,,,
TI_247,Lightning,ライトニング,,,,TAKAHIKO Iimura,飯村隆彦,,,,,,1982,,,22-23 min,,Film,16mm,,,Master / マスター,Positive / ポジ,,,,,,,,,,,,,,,,,,,,,,,BW,Silent,24fps,,,,,,Metal / メタル缶,,Unfinished,,,,,,,,,,,,,
